,gender,locality,ethnicity,religion,q1,q2b,q4,q2,q3,q8,q9,resp_id
4026,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,None of these;,Hockey stick;,,To buy something for myself;,4026
4027,Female,CBD (central business district),White European,,Football (soccer),,Yes,,Basketball;Hockey stick;Parachute;,Breakfast;Lunch;Dinner;,To buy something for myself;To check prices;,4027
4028,Female,CBD (central business district),White European,None,Lifting weights,,No,,Basketball;Football;Hockey stick;,,To buy something for myself;To ask the staff for sporting advice;,4028
4029,Female,Urban,White European,,Aerobics,Irregularly,No,Sky diving;Base jumping;,Basketball;Football;Hockey stick;,,To buy something for myself;,4029
4030,Female,Rural,White European,,Lifting weights,Regularly,No,,Basketball;Football;Hockey stick;Surfboard;Parachute;,,To buy something for myself;,4030
4031,Female,Urban,White European,,Pilates,Irregularly,Yes,,Football;Hockey stick;,Breakfast;Lunch;Mid-afternoon snacking;Dinner;,Not applicable - I won't ever go to a sporting goods store;,4031
4032,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Never,No,Sky diving;Base jumping;Mountain biking;Kite boarding;,Basketball;Football;Hockey stick;,,Don't know;,4032
4033,Female,Urban,Any other white background,,Lifting weights,,No,,Basketball;Hockey stick;,,To buy something for myself;To buy something for somebody else;,4033
4034,Male,CBD (central business district),White European,Roman Catholic,Football (soccer),Regularly,No,,Basketball;Football;Hockey stick;,,To buy something for myself;,4034
4035,Female,Urban,White European,Methodist,Pilates,Irregularly,Yes,,Basketball;Football;Hockey stick;,Dinner;,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;,4035
4036,Male,Rural,White European,Church of England/Anglican/Episcopal,Football (soccer),,Yes,,Basketball;Football;Parachute;,Breakfast;Mid-morning snacking;Lunch;Mid-afternoon snacking;Dinner;,To buy something for myself;To check prices;,4036
4037,Female,Urban,White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,None of these;,Basketball;,,Don't know;,4037
4038,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Pilates,Irregularly,No,,Basketball;Football;Hockey stick;,,To buy something for myself;To ask the staff for sporting advice;,4038
4039,Female,CBD (central business district),White European,None,Lifting weights,Irregularly,Yes,,Basketball;Hockey stick;,Breakfast;Lunch;,Not applicable - I won't ever go to a sporting goods store;,4039
4040,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Base jumping;,Basketball;Hockey stick;,,Don't know;,4040
4041,Female,Suburban,White European,,Running/jogging,Irregularly,No,,Basketball;Football;Hockey stick;,,Don't know;,4041
4042,Female,CBD (central business district),White European,,Aerobics,Irregularly,No,Sky diving;Base jumping;,Football;Hockey stick;,,Don't know;,4042
4043,Male,Suburban,White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;Parachute;,Dinner;,Don't know;,4043
4044,Female,Suburban,White European,,Lifting weights,,Yes,,Basketball;Football;,,Not applicable - I won't ever go to a sporting goods store;,4044
4045,Female,Rural,White European,None,Aerobics,Irregularly,No,Other;,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,4045
4046,Female,Rural,White European,Roman Catholic,Aerobics,,No,Other;,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,4046
4047,Male,CBD (central business district),White European,Presbyterian/Church of Scotland,Running/jogging,Irregularly,Yes,,Basketball;Football;Hockey stick;Parachute;,,To buy something for somebody else;,4047
4048,Male,,Prefer not to say,,Lifting weights,Irregularly,Yes,,Basketball;Hockey stick;Parachute;,,Don't know;,4048
4049,Female,Urban,White European,,Aerobics,Irregularly,No,Sky diving;Base jumping;Mountain biking;Snowboarding;Parachuting;,Basketball;Football;Hockey stick;Climbing gear;,,To buy something for myself;To check prices;,4049
4050,Male,Urban,White European,,Aerobics,Regularly,Yes,Mountain biking;,Basketball;Football;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,4050
4051,Female,,White European,,Aerobics,Irregularly,No,Other;,Basketball;Hockey stick;,Lunch;Mid-afternoon snacking;Dinner;,To buy something for myself;To check prices;,4051
4052,Male,Remote,Any other white background,,Basketball,Irregularly,No,,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,4052
4053,Female,,White European,Methodist,Lifting weights,Irregularly,No,,Basketball;Football;,,To buy something for myself;,4053
4054,Female,Urban,White European,Church of England/Anglican/Episcopal,Running/jogging,Irregularly,No,,Basketball;Hockey stick;,,To buy something for myself;To ask the staff for sporting advice;To check prices;,4054
4055,Female,Urban,White European,,Football (soccer),Regularly,Yes,,Basketball;Hockey stick;,,To buy something for myself;To ask the staff for sporting advice;,4055
4056,Female,Remote,White European,Baptist,Aerobics,Irregularly,Yes,Sky diving;Base jumping;Mountain biking;Snowboarding;,Basketball;Football;Hockey stick;,Mid-afternoon snacking;Dinner;,To buy something for myself;To check prices;,4056
4057,Female,CBD (central business district),White European,,Football (soccer),,No,,Basketball;Football;Hockey stick;Surfboard;Parachute;Swimming goggles;,,To buy something for myself;To check prices;,4057
4058,Male,Urban,White and Black Caribbean,,Aerobics,,Yes,Mountain biking;,Basketball;Football;Hockey stick;,,To buy something for myself;,4058
4059,Female,Remote,White European,,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;,,To buy something for myself;,4059
4060,Male,Urban,White European,,Lifting weights,Irregularly,Yes,,Basketball;Hockey stick;Parachute;,,To buy something for somebody else;,4060
4061,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Swimming,Irregularly,Yes,,Basketball;Football;Hockey stick;,,Don't know;,4061
4062,Female,Remote,White European,,Yoga,Irregularly,Yes,,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,4062
4063,Male,CBD (central business district),White European,,Aerobics,Regularly,Yes,Base jumping;Mountain biking;Parachuting;,Basketball;Football;,Mid-afternoon snacking;,To buy something for myself;To check prices;,4063
4064,Female,Suburban,White European,None,Football (soccer),Irregularly,No,,Basketball;Football;Hockey stick;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,4064
4065,Male,CBD (central business district),White European,,Aerobics,,No,Sky diving;Base jumping;Mountain biking;Snowboarding;,Basketball;Hockey stick;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,4065
4066,Male,CBD (central business district),White European,,Aerobics,Irregularly,Yes,Sky diving;,Football;Hockey stick;,Breakfast;Mid-afternoon snacking;,Not applicable - I won't ever go to a sporting goods store;,4066
4067,Male,Urban,White European,,Aerobics,Irregularly,Yes,Other;,Basketball;,,Don't know;,4067
4068,Male,CBD (central business district),White European,,Lifting weights,Irregularly,Yes,,Basketball;Football;Hockey stick;,,To check prices;,4068
4069,Male,Remote,White European,,Lifting weights,,Yes,,Basketball;Hockey stick;,,To check prices;,4069
4070,Female,Rural,White European,None,Running/jogging,Irregularly,No,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,4070
4071,Male,CBD (central business district),White European,,Football (soccer),Irregularly,No,,Hockey stick;,,Don't know;,4071
4072,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Yoga,Irregularly,No,,Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,4072
4073,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Sky diving;Base jumping;Parachuting;,Basketball;Football;Hockey stick;,,To buy something for myself;,4073
4074,Female,Urban,White European,,Lifting weights,Irregularly,Yes,,Basketball;Football;Hockey stick;Parachute;,,To buy something for myself;To ask the staff for sporting advice;To check prices;Other;,4074
4075,Male,CBD (central business district),White European,None,Football (soccer),Regularly,Yes,,Hockey stick;Parachute;,,To buy something for myself;To check prices;,4075
4076,Male,CBD (central business district),White European,,Lifting weights,Irregularly,Yes,,Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,4076
4077,Female,CBD (central business district),White European,Roman Catholic,Aerobics,,No,Parachuting;,Basketball;Hockey stick;,,To ask the staff for sporting advice;To check prices;,4077
4078,Female,Urban,White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,No,,Basketball;Hockey stick;,,To buy something for myself;,4078
4079,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Pilates,Never,No,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,4079
4080,Male,Urban,White European,,Football (soccer),Irregularly,Yes,,Basketball;Football;Hockey stick;Parachute;,Breakfast;Mid-afternoon snacking;Dinner;,Don't know;,4080
4081,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,Yes,,Basketball;Football;Hockey stick;Surfboard;,Dinner;,Not applicable - I won't ever go to a sporting goods store;,4081
4082,Male,Suburban,Any other white background,,Pilates,Irregularly,Yes,,Basketball;Football;Hockey stick;,,Don't know;,4082
4083,Male,Rural,White European,Church of England/Anglican/Episcopal,Pilates,Irregularly,No,,Hockey stick;,Mid-morning snacking;Mid-afternoon snacking;,Not applicable - I won't ever go to a sporting goods store;,4083
4084,Female,CBD (central business district),White European,None,I regularly change my fitness activity,,No,,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,4084
4085,Female,Urban,White European,None,Aerobics,,No,Sky diving;Base jumping;,Basketball;Football;Hockey stick;,Breakfast;Lunch;Dinner;,Not applicable - I won't ever go to a sporting goods store;,4085
4086,Male,Urban,White European,None,Lifting weights,,No,,Basketball;,,Not applicable - I won't ever go to a sporting goods store;,4086
4087,Female,Suburban,White European,,I regularly change my fitness activity,,Yes,,Basketball;,,To buy something for somebody else;,4087
4088,Male,Suburban,White European,,Lifting weights,,No,,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,4088
4089,Male,Remote,White European,,Swimming,Irregularly,No,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,4089
4090,Male,Remote,White European,Church of England/Anglican/Episcopal,Basketball,Irregularly,No,,Hockey stick;,,To buy something for myself;To buy something for somebody else;,4090
4091,Female,Urban,White European,Church of England/Anglican/Episcopal,Football (soccer),Irregularly,Yes,,Basketball;Football;Hockey stick;,Mid-afternoon snacking;,Don't know;,4091
4092,Female,Suburban,White European,,Football (soccer),Irregularly,No,,Basketball;Football;Hockey stick;,Dinner;,To buy something for somebody else;,4092
4093,Female,Remote,White European,Church of England/Anglican/Episcopal,Running/jogging,Never,No,,Basketball;Hockey stick;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,4093
4094,Female,Urban,White European,Buddhist,Aerobics,Regularly,No,Other;,Hockey stick;,Mid-afternoon snacking;Dinner;,To buy something for myself;,4094
4095,Female,Urban,White European,,Pilates,Irregularly,Yes,,Basketball;Hockey stick;Parachute;,,To buy something for myself;To check prices;,4095
4096,Female,Rural,White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Base jumping;,Basketball;Football;Hockey stick;,,To buy something for myself;To ask the staff for sporting advice;To check prices;,4096
4097,Female,Urban,Other ethnic group,None,Aerobics,Irregularly,No,Snowboarding;Parachuting;,Football;Hockey stick;Parachute;,Dinner;,To buy something for myself;To buy something for somebody else;,4097
4098,Female,Suburban,Black African,Roman Catholic,Lifting weights,Irregularly,No,,Basketball;,,To buy something for somebody else;,4098
4099,Female,Suburban,White European,,Lifting weights,Irregularly,No,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,4099
4100,Female,Urban,White European,,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,4100
